,place_id,place_name,latitude,longitude,address,zip_code,rating,total_number_of_ratings
367,ChIJ67wqZ6rSD4gRvzHdAHx0GKU,cafe marie-jeanne,41.899330918472295,-87.69664492473737,1001 n california ave,60622.0,4.5,547.0
369,ChIJjTP5T6ssDogRy1Amgz169Qo,corner bakery cafe,41.89485296136011,-87.62290180042824,676 n st clair st,60611.0,4.2,1043.0
370,ChIJKZXy7qjND4gRtjQr2AVcREk,kindred chicago-central hospital,41.94008298285754,-87.72954609719963,4058 w melrose st,60641.0,4.2,145.0
371,ChIJw1-fSqfJD4gRYHM1gS9lMCY,nonno pino,42.00310350668988,-87.81689425591499,6718 n northwest hwy,60631.0,4.6,260.0
372,ChIJG2HDPTzSD4gRY7ilnUV-GfE,margies candies,41.961400692264384,-87.67498750263746,1813 w montrose ave,60613.0,4.6,792.0
373,ChIJ6Tc_KbExDogRjEKWCVCX3ps,zacatacos,41.78507649032044,-87.72279064865629,5925 s pulaski rd,60629.0,4.0,1080.0
375,ChIJDT8iySLOD4gRNOgUVaefzis,new taza bakery,41.997539893342406,-87.70700596180559,3100 w devon ave,60659.0,4.3,302.0
381,ChIJRQvV4bMxDogR8pIlCLVaJSQ,mariscos la palma,41.782967133217156,-87.72302765304838,6038-6040 s pulaski rd,60629.0,4.5,514.0
382,ChIJb8hNsw3TD4gR0QhIJbra9BY,kabuki restaurant,41.927477726852224,-87.64144977590252,2473 n clark st,60614.0,4.3,111.0
385,ChIJuTFvEtvND4gR87o4mY1X-s4,taqueria san juanito,41.96711477143258,-87.70857709253174,4714 n kedzie ave,60625.0,4.4,571.0
389,ChIJq5wKXXnND4gRPjLPuGUGJzY,cellar door provisions,41.93194409993535,-87.70360323628219,3025 w diversey ave,60647.0,4.7,243.0
391,ChIJ9RJTKaYsDogRr12ehpa_2KU,market thyme,41.8846320757672,-87.62224799108877,200 e randolph st,60601.0,3.9,43.0
393,ChIJl8W__OctDogR6aQfmxuGM3Q,the darling,41.88425670381661,-87.64982670264364,901-905 w randolph st,60607.0,4.5,198.0
394,ChIJG3SRVArMD4gRpCoxMBRie0k,pete's pizzeria,41.960284231502094,-87.77396125248596,5845-5849 w montrose ave,60634.0,4.2,238.0
396,ChIJPR-VuTYxDogRYqq5cHgVknw,flamingo cafe,41.79456474995328,-87.76914449095,6069-6073 s archer ave,60638.0,4.0,5.0
397,ChIJV_7DGTjLD4gR1LjfpgYFDkU,nick jr.'s grill,41.90910578560825,-87.7970900667382,6856 w north ave,60707.0,4.6,109.0
399,ChIJscE8yNAsDogR5bdhEY-wBwA,swift & sons,41.886848295491134,-87.65223416110462,1000 w fulton market,60607.0,4.6,753.0
401,ChIJWaFfwZ0tDogRhIJnI2RQI0U,roti modern mediterranean,41.88442576290219,-87.65268988514183,1012 w randolph st,60607.0,4.6,81.0
402,ChIJ0fvJGqssDogR3mnbePi4NbI,epic burger,41.89326297731564,-87.6219587764921,227 e ontario st,60611.0,4.3,555.0
403,ChIJ0QK7SW3RD4gR1XWCLTjfW08,gadabout,41.9765926405371,-87.66855724217827,5212-5214 n clark st,60640.0,4.9,24.0
404,ChIJi2nLFNAsDogRNE9e36pfREA,kuma's corner,41.886878841282865,-87.64969725329456,854-856 w fulton market,60607.0,4.5,1268.0
405,ChIJozJmzyDMD4gR64gnNo5usMk,"mother cluckers, llc",41.97525809526954,-87.75199055715778,5200 n elston ave,60630.0,4.7,714.0
408,ChIJsaihlC3MD4gRz8GrmTgpu8U,sanos pizzeria,41.967994241870855,-87.74064316006319,4469 w lawrence ave,60630.0,4.4,63.0
409,ChIJKRH5t9rSD4gRCcziAsL8HuI,mott st.,41.90703874954132,-87.66744407587532,1401 n ashland ave,60622.0,4.5,588.0
414,ChIJP0YWfrcsDogRTh0brtotBEI,habanero baja grill,41.8852892005056,-87.63554688963875,178 n franklin st,60606.0,4.6,17.0
415,ChIJf_YDL8fSD4gRtIKPRCd_Nvc,cooking fools llc,41.910622805831906,-87.67576194185493,1916 w north ave,60622.0,4.1,20.0
416,ChIJxc0GZxMtDogRPbscKIiHCcw,the dalcy,41.88688930565886,-87.64882279182802,302 n green st fl 3,60607.0,4.7,15.0
417,ChIJ9T_qZQXTD4gRQxNkucYLObk,"noodles in the pot, inc",41.92690699536436,-87.64866510422102,2453 n halsted st,60614.0,4.4,229.0
420,ChIJ85MGSbzRD4gRJ5ggx3eKYEc,assyrian american association,41.998172635762344,-87.67142114364609,1618 w devon ave,60660.0,4.3,9.0
423,ChIJ3bn7fYjRD4gRPsE-ZmwLCEc,reza's  restaurant,41.97791795135504,-87.66773356011377,1477-1479 w berwyn ave,60640.0,4.1,1226.0
428,ChIJ24T5DWU0DogRFEgyHIEyokI,la pulqueria,41.84649965688463,-87.68534069617044,2501 s western ave,60608.0,3.8,201.0
429,ChIJff1RZia0D4gRpybdLfYxHLI,delta sky club,42.008536400868735,-87.91442843927048,11601 w touhy ave,60666.0,4.2,456.0
430,ChIJ7YvexnAxDogRHNCUc63MURQ,"gelatina's cris restaurant, inc.",41.80685498334125,-87.74298396841671,4725 s cicero ave,60632.0,4.1,142.0
433,ChIJ46Gmw0_TD4gRu8bdsy0jK1A,coconutz,41.903822360844906,-87.62924444589264,13 w division st,60610.0,4.0,104.0
435,ChIJmRXesZ8xDogRVESoQvZ0IRk,red barrel,41.80000296677763,-87.73516926865645,5214-5220 s archer ave,60632.0,4.3,358.0
436,ChIJC2bfEHExDogROhMJO-4O7VQ,mayahuel restaurant & pulqueria,41.80513932623477,-87.74324247619779,4820 s cicero ave,60638.0,3.9,194.0
437,ChIJn8Dc_HAtDogRTZPnqJf83r0,just salad,41.8880742810662,-87.6349552029274,222 w merchandise mart plz,60654.0,2.5,6.0
439,ChIJlSBqtmIlDogRsuiJwJZ-gFs,"jamison's soul food, llc",41.73583389580895,-87.66798786362106,1800 w 87th st,60620.0,3.5,303.0
440,ChIJt59i7hXOD4gRqs2v9c5wyXo,little quiapo restaurant,41.99563177556418,-87.71270678169131,6259 n mccormick rd,60659.0,3.8,276.0
441,ChIJOdNZ7dsxDogRE6Cj90imxGs,core juice bar,41.79178653965037,-87.70365422787455,5558 s kedzie ave,60629.0,4.9,90.0
442,ChIJq6dotyfMD4gR5EgmUy_EPec,el pueblito mexican grill,41.97504399270978,-87.74813331935255,5152 n cicero ave,60630.0,4.3,303.0
444,ChIJA4BSDU7SD4gRNxKTxbp7k-g,butcher's tap,41.946831640926156,-87.6638619981349,3553 n southport ave,60657.0,4.3,433.0
445,ChIJJSiZHjvTD4gRRlVC7mla7Bk,arclight cinemas,41.908560135368425,-87.64645268572521,1500 n clybourn ave,60610.0,4.3,1205.0
446,ChIJIVSzXFUtDogR3o1e-VabLIM,feed,41.89554365079729,-87.69684454390776,2803 w chicago ave,60622.0,4.3,347.0
447,ChIJ34L_kuosDogRODW49JEHGaY,holiday inn suites,41.87451215422576,-87.63986470914409,506 w harrison st,60607.0,3.8,1009.0
448,ChIJr_7aUsHND4gRcWAO9wt_arg,ruby's fast food corp.,41.961128198025385,-87.72216036908962,3740 w montrose ave,60618.0,4.7,299.0
451,ChIJXRa5wrDLD4gR5eA9nZ7Bm-g,"falafel dream, inc.",41.95225488946834,-87.80739690900612,3950 n harlem ave,60634.0,4.2,241.0
453,ChIJiaODD5EtDogRMD2u1Sn_YVY,ramen-san,41.886282116841286,-87.64851477973816,219 n green st,60607.0,4.5,297.0
454,ChIJEbp7HlkvDogR3zMuEdH3hHQ,studio movie grill,41.736217960782156,-87.62931043653778,210 w 87th st,60620.0,4.0,3116.0
455,ChIJocgPPdAsDogRw7G2LZnxz-I,beatrix,41.88689053177296,-87.64882281750185,834-842 w fulton market,60607.0,4.6,1037.0
458,ChIJeeHLHN3ND4gRCmZiXB9NpBc,taqueria siglo xx,41.968445246044006,-87.71941657581397,3626 1/2 w lawrence,60625.0,4.3,43.0
459,ChIJg1wI--XMD4gRXWk-1MSDs5o,rolando taco's,41.923102855621096,-87.74641732066216,2322 n cicero ave,60639.0,4.5,97.0
461,ChIJAzDRHrDTD4gRYkqp90VFk-g,little jim's,41.94550975342797,-87.64928456978338,3501-3505 n halsted st,60657.0,4.2,164.0
463,ChIJKRgL-2LND4gREIkwgomHgnk,the radler,41.924482563171615,-87.6996928656208,2375-2377 n milwaukee ave,60647.0,4.4,591.0
464,ChIJufxarFksDogRmZafmauuI5E,del toro,41.85323373038085,-87.64636414528013,2133-2139 s halsted st,60608.0,4.5,549.0
467,ChIJG8Y1h5AtDogRFgYS87hogZc,el cantante,41.84649965688463,-87.68534069617044,2501 s western ave,60608.0,4.1,21.0
468,ChIJxbggpz8tDogRP4lg6XiOpQg,woodwind,41.89408538066317,-87.62040431002174,259 e erie st,60611.0,5.0,6.0
469,ChIJKafaHdAsDogRLfmNPT6NdR8,ramen takeya,41.88668123471305,-87.64835209199198,819 w fulton,60607.0,4.5,725.0
470,ChIJR07tq5gtDogR5uqv-DJHCSM,martin's corner,41.8513412126996,-87.67814936266365,2058 w 22nd pl,60608.0,4.4,145.0
471,ChIJzb1ji6rTD4gRDoO5dFfkk6A,"ella's bbq, inc.",41.9180886243431,-87.64708314797943,723 w armitage ave,60614.0,4.4,7.0
472,ChIJIWElF5ssDogRnT3UvgoYRv8,pride of chicago,41.86683145443883,-87.62566960895664,1221-1223 s wabash ave,60605.0,2.4,54.0
473,ChIJf0tYgJfND4gRpZr00lVb1qI,maribella's italian cuisine + bar,41.946639592877055,-87.71494918308186,3454 w addison st,60618.0,4.4,228.0
475,ChIJt7VOMGvTD4gR0lnjO9RCBhk,saimai thai,41.91844708184753,-87.63792342122498,338 w armitage ave,60614.0,4.3,134.0
477,ChIJXTWLI0wyDogRIVcdqyfttJ8,mcdonalds ,41.844249433592466,-87.73262060501526,4334 w 26th st,60623.0,3.6,741.0
478,ChIJf6JfKLbSD4gRK2J23lfqVNk,the fifty / 50,41.90304699799323,-87.67911932717314,2047 w division st,60622.0,4.1,552.0
479,ChIJQ9e62R7TD4gRzqXmA0RMhqs,the budlong hot chicken,41.91820856763485,-87.6537576875213,1008 w armitage ave,60614.0,4.6,356.0
481,ChIJzSg2BmfSD4gRq4VUXTpev3o,hot woks cool sushi,41.943312712450826,-87.67972196894466,2032 w roscoe st,60618.0,4.3,166.0
482,ChIJMbuzb0vSD4gR9V5RRimiri4,uncommon ground,41.951064053085005,-87.65979512802838,3800-3804 n clark st,60613.0,4.2,333.0
483,ChIJxWKy0frND4gRgHSKpw3zh2M,huaraches y quesadillas dona chio,41.96835849693989,-87.7068542288518,3119 w lawrence ave,60625.0,4.3,111.0
485,ChIJbRQWs6jTD4gRXpH-KemnQ6E,siamkrungthep inc./krung thep thai cuisine,41.940146235765575,-87.64912448509256,3205 n halsted st,60657.0,4.6,205.0
487,ChIJ3TXIYt3ND4gREQAJo3YlnNY,cardona's,41.96825094865302,-87.71732730641341,3537 w lawrence ave,60625.0,4.2,354.0
489,ChIJLWDI9xzND4gRZii9wmVYPx0,el taconazo jr.,41.92450769084945,-87.73398032565292,4256 w fullerton ave,60639.0,4.0,614.0
493,ChIJn8OuN6nTD4gRJAjA1DXQ740,philly's best,41.93983429293103,-87.65188242188351,907 w belmont ave,60657.0,4.2,404.0
495,ChIJc_wrbOIsDogRtm1Sz03Ok5A,edible arrangements,41.86951758162952,-87.65725911176945,1212 w taylor st,60607.0,4.3,31.0
498,ChIJ9X4kwHrND4gRkpu9BrUQS6I,la boulangerie,41.927864202687005,-87.7061618818839,3129 w logan blvd,60647.0,4.7,186.0
502,ChIJb_6vGOwvDogRlIi2L3rJexE,nicky's restaurant,41.751049644162826,-87.68272735043797,7829 s western ave,60620.0,4.1,261.0
503,ChIJV-27rAYwDogRNOedqg3i3mA,l & m starlight restaurant inc,41.742471437585046,-87.70234438264238,8300 s kedzie ave,60652.0,4.3,675.0
504,ChIJ05Cbe-4vDogRyodfH4Q_ylE,the chicken shack,41.74947552001605,-87.68297883687882,7920 s western ave,60620.0,3.7,104.0
507,ChIJk6Jp6FTTD4gR_eE2mObBi5M,afc sushi @ lurie childrens hospital,41.89665988131876,-87.62175523527284,225 e chicago,60611.0,4.3,590.0
509,ChIJQbJ81K0gDogRv68mv1gHSMY,pudgy's pizza,41.650173062475744,-87.54730766219589,13460 s baltimore ave,60633.0,4.4,153.0
511,ChIJCcHEZZHMD4gRG1FL7uv7_jE,la michoacana ice cream shop 4,41.931696466108924,-87.74254645501154,4614 w diversey ave,60639.0,4.0,154.0
516,ChIJ98pT6WspDogR1XKieWAFg5k,bbq supply co.,41.79936519578902,-87.594900164752,1301 e 53rd st,60615.0,4.2,164.0
518,ChIJIXB1EbLSD4gRIQ9Zl81oidQ,bite,41.900527932590926,-87.6868161338336,1039 n western ave,60622.0,4.5,466.0
521,ChIJizr7XKfTD4gRXkYENCZdD9A,cesar's on broadway,41.93563185766838,-87.64439807874828,2924-2926 n broadway,60657.0,4.2,724.0
526,ChIJKX1hP78sDogRilxrvJm5LGs,tri-star catering,41.886197099233314,-87.6411730001049,215 n clinton st,60661.0,5.0,6.0
527,ChIJ7UH3ApjND4gR9cYHrwTuaWM,olive garden italian restaurant,41.94639766520745,-87.71732058369071,3555 w addison ave,60618.0,4.3,2278.0
529,ChIJcx9E-IMvDogROk8nb4LTG3g,mcdonald's restaurants,41.742420824438476,-87.6630911433338,8321 s ashland ave,60620.0,3.3,738.0
532,ChIJ-eZEi3MpDogR3GAyQcwz-0g,capital one cafe,41.799432939643545,-87.58923799532896,1465 e 53rd st,60615.0,3.7,3.0
533,ChIJb-AryaoxDogRpZ28ePtY530,valentina restaurant,41.778621898429854,-87.73530382261269,4506 w 63rd st,60629.0,4.0,366.0
535,ChIJt9EunxzTD4gRBf7YjI8tNtI,oromo cafe bucktown,41.91618570053351,-87.68752368767453,1912 n western ave,60647.0,4.9,13.0
536,ChIJF9xHjbrTD4gRBiKK8wjrLg4,angelina ristorante,41.947205494685505,-87.64702664696026,3561 n broadway,60657.0,4.4,374.0
537,ChIJh4pA7znLD4gRqAFzVeXXGTg,6978 soul food,41.90906215302536,-87.80024470792763,6978 w north ave,60707.0,3.9,676.0
538,ChIJPVZFBAjLD4gRy30Xo9Nst2U,olivia's taste inc,41.93789040171536,-87.80640601940748,7157 w belmont ave,60634.0,4.3,131.0
541,ChIJbWrO-rklDogRspcsrCoIF6k,harold's chicken shack ,41.70701073530631,-87.64269046563244,10259 s halsted st,60628.0,3.7,347.0
542,ChIJ9fLFlrwsDogRw4DcMrNQDlY,zoup,41.87953373462755,-87.63009026893299,62 w adams st,60603.0,4.3,121.0
545,ChIJs_6wOrPTD4gRSxByy7qjT4Q,starbucks coffee ,41.94848084659548,-87.65737226343279,3649 n clark st,60613.0,4.4,133.0
549,ChIJR-jFPh7TD4gRMtA_eY-Mv1E,oj breakfast lunch & brunch,41.95428475504035,-87.67735575098257,1924 w irving park rd,60613.0,5.0,2.0
550,ChIJ1RCeXRjSD4gRD2Q_HfBfWnc,shanghai inn restaurant,41.96761495890106,-87.67900579440833,4723 n damen ave,60625.0,4.6,155.0
551,ChIJITomf3vTD4gR0GHDRIdY7AQ,starbucks coffee ,41.95255658757639,-87.64950022697546,3845 n broadway,60613.0,4.0,8.0
552,ChIJz9zkmQXTD4gR9vbe1XAZOvo,taco & burrito express brothers inc.,41.92847357783629,-87.64901462154842,2540 n halsted st,60614.0,4.4,267.0
553,ChIJrVF_VmwtDogRPH4S7kovM1o,taylor gourmet morgan st llc,41.885312780714,-87.65198514048795,177 n morgan st,60607.0,4.7,7.0
554,ChIJN8BIZwXTD4gRMI2zfrtEzMM,paula's thai kitchen,41.92659311588866,-87.64865397223507,2441 n halsted st,60614.0,4.3,95.0
556,ChIJ-2X6ggPSD4gR75YDVB96iSA,gateway to learning special ed,41.971466216668404,-87.69021462743629,4925 n lincoln ave,60625.0,4.0,5.0
559,ChIJD1logv4pDogRtw7H37ld5_I,jerk 48,41.77315781192575,-87.61111086125341,548 e 67th st,60637.0,4.1,434.0
560,ChIJHWqVHSDND4gR7yo3ipFzhpQ,kim long restaurant,41.92424241716219,-87.7543435031838,5114 w fullerton ave,60639.0,4.1,145.0
561,ChIJE9nXn4nTD4gRfezJts8_U5U,traspasada ,41.94719645308579,-87.66871595779075,3605 n ashland ave,60613.0,4.7,36.0
563,ChIJtzaQASXND4gRWiyykmXyxQE,braseritos restaurant inc.,41.909735949989646,-87.72927346612649,4107 w north ave,60639.0,3.7,128.0
565,ChIJo6igjwXTD4gRTRndFy07LOs,chengdu impression restaurant,41.92860374503243,-87.64872470278429,2545 n halsted st,60614.0,4.4,380.0
566,ChIJo2UNtrXTD4gRV_AGcouPFMY,pr italian bistro,41.95296441761877,-87.65464669411458,3908-3910 n sheridan rd,60613.0,4.5,375.0
569,ChIJId32HcMyDogRXj_nsCZU3NY,mr. b's old fashioned donuts,41.8798798824679,-87.72549471360422,25 s pulaski rd,60624.0,4.3,88.0
570,ChIJef3dzP_TD4gRJhVU8tO_mBw,the boil cajun seafood,41.90315323488667,-87.67258598142034,1805 w division st,60622.0,5.0,7.0
571,ChIJ4V6ikcjND4gRJFnKypcK3lA,northside grill,41.95979250151515,-87.72783183969106,4351 n elston ave,60641.0,4.4,146.0
574,ChIJzSgAI93RD4gRHURk7LXBHyg,spinzer restaurant,41.99763955874522,-87.68872053987526,2331 w devon ave,60659.0,4.2,305.0
575,ChIJsalqiAbSD4gRpHA8AiAyy-A,kimberli sushi bar & thai,41.96846702189828,-87.69322013455337,2547 w lawrence ave,60625.0,4.4,67.0
579,ChIJRWsDboIoDogRAazVC_SowpE,bj's market & bakery,41.735859575746744,-87.58577161179069,8734 s stony island ave,60617.0,3.7,604.0
580,ChIJFRkjn6jND4gRyjZIHuGi-GI,tamarindo loco,41.94029215210743,-87.7273633833375,3240 n pulaski rd,60641.0,4.6,32.0
581,ChIJSSIYtdM6DogRJYAf8AqiJ3o,popeyes louisiana chicken,41.705208489493096,-87.7011632562526,10331 s kedzie ave,60655.0,4.1,310.0
582,ChIJQXuM5BkuDogRwTKSqKXjRM0,el plan de lobos,41.80120185097902,-87.6879664444938,2532 w 51st st,60632.0,4.1,17.0
584,ChIJzRHj5Ca0D4gR332_sPqHzq4,wolfgang express,42.008536400868735,-87.91442843927048,11601 w touhy ave,60666.0,3.1,228.0
586,ChIJ4Tk11MLRD4gR_OOzJTBSSRs,hema's kitchen,41.997596381381456,-87.69141491131062,2439 w devon ave,60659.0,3.9,211.0
587,ChIJpYw_CrolDogRFlh7Y5Pfw2I,nadia's gourmet grapes,41.706792860007255,-87.64443891865488,841 w 103rd st,60643.0,4.9,18.0
589,ChIJ4_ovZs8sDogRyw3X3QCiI-Y,oriole,41.88613536862084,-87.6451750641585,661 w walnut st,60661.0,4.9,273.0
590,ChIJebqefCy0D4gRwlDh1knALSI,brioche doree t-3,42.008536400868735,-87.91442843927048,11601 w touhy ave,60666.0,2.2,13.0
591,ChIJ3SXSgX3ND4gR4fD_C6KhXEU,mi tocaya,41.92857498112596,-87.6975783536939,2800 w logan blvd,60647.0,4.5,469.0
592,ChIJT5_wwO_ND4gRGBAfgUNZSdg,thai valley restaurant,41.96474029214609,-87.70850367911709,4600 n kedzie ave,60625.0,4.3,129.0
593,ChIJuWoM1qTTD4gRHzAbzSfIsWg,uncommon  ground,41.99802474346836,-87.66556345762726,1401-1405 w devon ave,60660.0,4.4,573.0
594,ChIJw6FXY7AsDogR4il7fxEkO74,subway ,41.88563898075977,-87.62905001540052,29 w lake st,60601.0,3.4,68.0
595,ChIJb2Dng6zOD4gRcgle0FFqmok,tuxpan mexican grill,41.98249929727471,-87.77415091836443,5540 n milwaukee ave,60630.0,4.3,142.0
596,ChIJp6jXoQgxDogRR089q8ECRpU,harry caray's shortstop,41.78932932326538,-87.74164564419638,5700 s cicero ave,60638.0,3.5,46.0
597,ChIJUU6Lg6zOD4gR3iJ3D4Pp7uc,rosati's pizza,41.98258310472735,-87.77422708745796,5544 n milwaukee ave,60630.0,3.8,55.0
598,ChIJo0uJobwsDogRbuJqpD7VWh0,the marq,41.87953523408122,-87.63002421135039,60 w adams st,60603.0,4.3,714.0
601,ChIJG32zvLssDogROO1LZwCv414,mac kellys greens & things,41.8818609377384,-87.631563844886,123 w madison st,60602.0,3.7,18.0
611,ChIJzW0A58HMD4gR7tyhqN_YpJs,minna's restaurant,41.916956725681096,-87.75280847188141,5046 w armitage ave,60639.0,4.5,346.0
612,ChIJneZz_8YsDogRxVV6s0sGoBo,starbucks coffee ,41.88199433820508,-87.6397586848809,500 w madison st,60661.0,4.3,122.0
614,ChIJdRDdZ1YtDogRCBENE6Wwd28,the black barrel tavern,41.88155995723971,-87.65437239771845,1061 w madison st,60607.0,4.9,25.0
615,ChIJjdNdxrDTD4gRvI84ae1cPf4,salsita,41.949338131952636,-87.64969635420978,3706 n halsted st,60613.0,4.5,166.0
616,ChIJUcfV0gwpDogR5LrQqcwIdjU,morry's deli,41.795119210139816,-87.5855552597703,5500 s cornell ave,60637.0,4.1,262.0
618,ChIJ2y7xkU0rDogR5qOTZYZF-PM,jimmy buffett's margaritaville,41.89209413686178,-87.61156988394657,600 e grand ave,60611.0,3.3,468.0
619,ChIJdZ2X6Z_TD4gR0sYT4UPyZ1c,brookdale lake shore drive,41.93617164858792,-87.63693905225722,2960 n lake shore dr,60657.0,3.1,11.0
620,ChIJW_GHgKvOD4gRt-TFC73R5W0,cafe marbella,41.98235014106909,-87.77365984476519,5527-5531 n milwaukee ave,60630.0,4.4,226.0
623,ChIJC7NrQfjRD4gRaLPynJ87WxA,san soo gab san corp,41.9772862709721,-87.68905760864439,5247-5251 n western ave,60625.0,3.9,909.0
624,ChIJ2TDH1SrTD4gR76I8BCM9eq4,pie-eyed pizzeria,41.89615078732557,-87.65579995878325,1111 w chicago ave,60642.0,4.4,229.0
625,ChIJtU4nVAXLD4gRCzA_IM8RYw0,"4 yolks,inc",41.92888332655037,-87.806280071214,2659-2661 n harlem ave,60707.0,4.0,278.0
627,ChIJY6fhYGgtDogRbddrvGYx31Y,johnna cafe,41.874315813612796,-87.68638937160839,520 s western ave,60612.0,4.3,50.0
628,ChIJMQlvvmDND4gRzU9ZUpdSOVo,parson's chicken & fish,41.9175611431489,-87.70116990701356,2946-2952 w armitage ave,60647.0,4.5,1352.0
629,ChIJmbalhAXLD4gRTuJ6C5VOpx4,ristorante agostino,41.93133954522792,-87.80636676313536,2817 n harlem ave,60707.0,4.6,184.0
630,ChIJq6om9QPTD4gRsv7_s9DjnLQ,old grounds social,41.92912423550477,-87.65333791705929,950-952 w wrightwood ave,60614.0,4.0,148.0
632,ChIJ9wz9v68sDogRaFBaY1O8wk8,mccormick & schmick's seafood restaurant,41.88670755506981,-87.6278834784023,1 e wacker dr,60601.0,4.2,854.0
633,ChIJoSM9dRfTD4gRVyYQyUSNRko,fritzy's of lincoln park,41.9180886243431,-87.64708314797943,723 w armitage ave,60614.0,4.4,106.0
634,ChIJAfHLRoXND4gR0ouYOCIo7pU,starbucks coffee ,41.91633360285599,-87.74592795599106,1941 n cicero ave,60639.0,4.5,20.0
635,ChIJDW0GpdXTD4gRuURgMT3_mMo,uptown pho,41.973415011961535,-87.65542230934776,1010 w argyle st,60640.0,4.4,205.0
641,ChIJGcq0BdLSD4gRkkxMBndp-E4,alegria's seafood,41.900452559364034,-87.66756009821934,1024 n ashland ave,60622.0,4.2,1093.0
642,ChIJ4R_7zJQtDogRZyK-H8teuPY,starbucks coffee ,41.872742312472695,-87.67744609066818,715 s seeley ave,60612.0,4.5,10.0
644,ChIJESGqvqbTD4gR3rgf0uNishU,dryhop brewers,41.939309677466014,-87.64422837055052,3155-3159 n broadway,60657.0,4.5,447.0
645,ChIJvR0eUu82DogRyZD0bGSnAZA,little  caesars ,41.79004396855189,-87.80130039473886,5601 s harlem ave,60638.0,4.1,198.0
647,ChIJ54B6CWEoDogRofBtCIR_7l0,the banana leaf corporation,41.75171043268835,-87.5764686289653,1948 e 79th st,60649.0,4.0,184.0
652,ChIJpdxbkSzSD4gRUBuNMXdNhXg,fiesta mexicana corp,41.96924878168732,-87.65982425851124,4806 n broadway,60640.0,4.2,365.0
655,ChIJr7DaYsnSD4gRZSxu2ZGQrfA,happy village corp,41.9012640096857,-87.67461482324751,1057-1059 n wolcott ave,60622.0,4.5,319.0
656,ChIJH_pcChHTD4gRSAGkVbIq6bM,chicago halal,41.922731532421736,-87.6447528911125,2233 n lincoln ave,60614.0,4.3,190.0
658,ChIJqechWyUtDogRuO1So_sZ0Dg,chicago philly stop,41.88543498614326,-87.66708805526098,1600 w lake st,60612.0,4.0,72.0
662,ChIJ88Zs70MvDogRnnG--_nebpo,king gyros,41.7506195104644,-87.6344092993733,7904 s vincennes ave,60620.0,3.6,191.0
665,ChIJVakpBLUtDogRjX6vWShKHT0,tan lu,41.85410541494822,-87.63405906823053,2101 s china pl,60616.0,3.4,26.0
666,ChIJ2xVo2bLTD4gRfJsGQqHWg-Y,mcdonald's ,41.94745757407912,-87.65689136051212,3610 n clark st,60613.0,3.7,201.0
672,ChIJcx6UUeXSD4gRKnrXz_0D0es,cairo kebob,41.92528006794063,-87.66677400880488,1524 w fullerton ave,60614.0,4.7,389.0
674,ChIJv1frYr4sDogREXHhVYWaBsc,starbucks coffee,41.87800606262711,-87.63402203216755,209 w jackson blvd,60606.0,4.2,70.0
676,ChIJcdi8W97RD4gRLV4FZC9MJXs,mysore woodlands,41.9977653535896,-87.69428406894725,2548-2550 w devon ave,60659.0,3.5,834.0
677,ChIJFxV6T97RD4gR6miazdGU2iI,sukhadia sweets & snacks,41.99753950771954,-87.69461506221796,2557-2559 w devon ave,60659.0,3.1,220.0
679,ChIJhXC13jwzDogRuqPZYxpIsho,"joe's barbque, inc",41.88057114596428,-87.74795724892677,4900 w madison st,60644.0,3.4,259.0
682,ChIJu7_9VLwsDogR4CnidfsxOf8,freshii,41.87803442833617,-87.63117140697916,111 w jackson blvd,60604.0,3.8,40.0
683,ChIJq7UYSn3MD4gRkhFbS9Jaric,chicago by night,41.93868377475747,-87.76656249384537,5600 w belmont ave,60634.0,4.3,64.0
684,ChIJ14vEeBgsDogRwtqxikGu8EU,snack shop restaurant,41.82366771868339,-87.6382950217091,452 w pershing rd,60609.0,4.3,52.0
689,ChIJ55lxrcDSD4gRx2itHyvso0M,dimo's pizza six corners,41.91091779442157,-87.67732639626594,1615 n damen ave,60647.0,4.5,950.0
690,ChIJa6dPJmPJD4gRMizTuOC8zxA,fried rice express,41.98080501735688,-87.80502338256187,7108 w higgins ave,60656.0,4.3,138.0
691,ChIJSVVC6IUsDogR3J8NXdD2_J4,tapas valencia,41.861018239854175,-87.62741709999584,1530 s state st,60605.0,4.4,624.0
693,ChIJHaE5wbDTD4gRYJX3YZZN0NQ,kit kat lounge and restaurant,41.94914733742978,-87.64968983874849,3700 n halsted st,60613.0,4.5,773.0
694,ChIJg8Jbe88sDogRhDDyoU8q34Q,saint lou's assembly & moneygun,41.88580606886823,-87.64508754379452,660-664 w lake st,60661.0,4.4,403.0
695,ChIJO69IKxjTD4gRmEznbscO3rU,taco joint,41.917916818190015,-87.64835076816347,1969 n halsted st,60614.0,4.4,621.0
697,ChIJa3CSbMYsDogR5h2hx43APA4,proxi,41.884324060156366,-87.64239826176153,565 w randolph st,60661.0,4.6,472.0
698,ChIJw7z_FecxDogRjCH2Ar5ecZY,gorditas aguascalientes,41.797543905371754,-87.70352333204033,5249 s kedzie ave,60632.0,3.6,410.0
699,ChIJebwHgq_ND4gRm5CbNzPQQTY,pl lounge,41.944298159597494,-87.7274828078833,3454-3456 n pulaski rd,60641.0,4.4,255.0
700,ChIJaWFUsBbND4gRQUqCi1xI_GI,antojitos guatemaltecos,41.923777505298624,-87.77191442640833,5823 w fullerton ave,60639.0,4.3,17.0
