,place_id,place_name,latitude,longitude,address,zip_code,rating,total_number_of_ratings
5717,ChIJg0m6HCPSD4gRy-A2FA0iwiQ,band of bohemia,41.967357848702456,-87.67481911770956,4710 n ravenswood ave,60640.0,4.6,396.0
5724,ChIJTbyRkGIsDogR_cp3WYm94Rk,meet fresh,41.8545508013415,-87.63028971636604,2026 s clark st,60616.0,3.8,593.0
5726,ChIJzcvlKaLTD4gRODo15yQwHoU,bridget mcneill's,41.94021288733969,-87.64044977373753,420 w belmont ave,60657.0,4.3,89.0
5728,ChIJgZ8I733MD4gRNY4T3DAfjfE,el gordo restaurant,41.93862719562845,-87.77083024900564,5746 w belmont ave,60634.0,4.2,855.0
5729,ChIJs6EE-g7OD4gRFREHwNRZu3A,art zone gallery cafe,41.98316084089181,-87.71045236108006,3238 w bryn mawr ave,60659.0,4.5,13.0
5730,ChIJI-dugdstDogRu5EEIhCmLFY,grant park bistro,41.87181181410728,-87.62431549922361,800 s michigan ave,60605.0,4.2,54.0
5731,ChIJdRY-qScpDogRRkYbKYDXfH4,j j & atomic sub,41.77686632183836,-87.60599824814531,6458 s cottage grove ave,60637.0,3.9,58.0
5732,ChIJH0APTGkvDogRRfAWg28pwJo,jamaica jerk villa,41.7505475390532,-87.64304964252432,737 w 79th st,60620.0,4.2,834.0
5733,ChIJJcgHt0zTD4gRRkM5vLTMgu8,centennial crafted beer & eatery,41.89574011574603,-87.63254634833254,733 n la salle,60654.0,4.5,357.0
5735,ChIJsbWvhVPTD4gRPnw31WNfPcw,auntie ann's soft pretzel,41.898079920503314,-87.6239457056618,845 n michigan ave,60611.0,3.9,47.0
5736,ChIJmzLVO_AsDogRrstzoBcYZF4,bracket room,41.865020208177455,-87.64670785662662,1311-1317 s halsted st,60607.0,3.7,292.0
5737,ChIJR_bIrrYoDogRuVb91LgsRYo,josephine's cookin',41.751253438018,-87.6134891037603,436 - 440 e 79th st,60619.0,3.9,286.0
5741,ChIJQaMwp1XTD4gRLwq4OgyGqkI,wildberry pancake and cafe,41.897721501377255,-87.62203547561977,196 e pearson st,60611.0,4.7,1394.0
5742,ChIJc66w7QDTD4gRBHEVdfdMSAw,aster hall,41.899248597036255,-87.62427497820545,900 n michigan ave,60611.0,4.4,188.0
5744,ChIJf2PGNAXTD4gRyEtyvCdXxQg,chicago' s dog house inc.,41.925554231061724,-87.6494387080618,816 w fullerton ave,60614.0,4.5,400.0
5746,ChIJrxnNrjQtDogR5md_Heq1g0k,alba's restaurant,41.89586444832417,-87.67319973060957,1825 w chicago ave,60622.0,4.6,62.0
5747,ChIJKzkTy8AsDogRv4FifGL4zvw,specialty's cafe & bakery,41.880463147078466,-87.64080388427809,525 w monroe st,60661.0,4.1,74.0
5749,ChIJQ9ZDJlrSD4gR76bh_rZRW1Y,thai thank you rice & noodles,41.94091910339643,-87.66968716962636,3248 n lincoln ave,60657.0,4.6,72.0
5751,ChIJpTp7k6bTD4gR8InnpPnmR0Q,kitchen 17,41.938647942155754,-87.6444990872332,3132 n broadway,60657.0,4.6,501.0
5753,ChIJGz39TW7ND4gR_apb6Ds31rQ,casa yari,41.92479632473597,-87.71012067917576,3268 w fullerton ave,60647.0,4.7,188.0
5755,ChIJKz9g6gAtDogRhZ_1aJ_EiE0,la casa del pueblo,41.85694295282755,-87.66211998002821,1834 s blue island ave,60608.0,4.3,415.0
5758,ChIJz6FKVu8tDogRiID3A6oPuZ8,lindy's & gerties on archer,41.826812199880244,-87.68323708639228,3685 s archer ave,60609.0,3.8,256.0
5760,ChIJ32DSZ4fND4gRB3prrtAhr3c,cafe tola ii,41.942679961602,-87.69806831353777,3324 n california ave,60618.0,4.5,378.0
5761,ChIJHyCGqKk6DogRqOqPIer7Unw,lawrence's fish & shrimp,41.73527725384458,-87.70330473284824,3242 w 87th st,60652.0,4.1,798.0
5762,ChIJAekyZ_3ID4gRq1JgjJFU47Q,chicken inn,42.018078815311114,-87.80697946789799,7536 n milwaukee ave,60631.0,4.7,110.0
5765,ChIJL71T8K0sDogRUY9njEkS42M,hotel palomar,41.89105524147196,-87.62789762934904,505 n state st,60654.0,4.5,1021.0
5769,ChIJQ5h3kYDND4gReObI9eWmayk,bull  dog bakery ii,41.939646610904056,-87.69847901358345,3207 n elston ave,60618.0,2.5,4.0
5770,ChIJ4TOUHSvSD4gRkHGUDZaqyBA,pho  viet,41.97270688665208,-87.6596216050827,4941 n broadway,60640.0,4.5,274.0
5771,ChIJJTE6nCYpDogR4c2mGOnK6b0,daley's restaurant,41.78055964421132,-87.60578666065054,6257 s cottage grove ave,60637.0,4.3,1301.0
5773,ChIJVXoRlqktDogRIAXowdd4ieQ,taqueria sabor y sazon,41.854569197320025,-87.66413574294269,2018 s blue island ave,60608.0,4.6,165.0
5775,ChIJm3JUZJktDogRgsEyXFsH99M,better gourmet restaurant,41.85528170377401,-87.63199264229414,2002 s wentworth ave,60616.0,3.0,2.0
5777,ChIJjdGo_posDogRlH_P4dk8zH8,"asian chopsticks, inc",41.867539291087255,-87.62612468940756,28 e roosevelt rd,60605.0,4.1,135.0
5778,ChIJaUCr6XUwDogR5gw-1oqcg0c,vito & nicks inc.,41.73932941000113,-87.72143966255604,8433-8435 s pulaski rd,60652.0,4.4,1189.0
5779,ChIJQ3Vmv5PMD4gRcKpSIG_Lxb8,taqueria el durango,41.92416135745671,-87.76045393873316,5344 w fullerton ave,60639.0,3.8,14.0
5780,ChIJKzTcvVfMD4gR5eyqYKXy8DQ,bread basket,41.93873631826607,-87.74546811111321,4725 w belmont ave,60641.0,3.9,244.0
5781,ChIJ3ZNSEccsDogRtW0iu5ZZsOc,taco bell ,41.88199433820508,-87.6397586848809,500 w madison,60661.0,3.8,298.0
5783,ChIJEWofipgsDogRiPCXcGlcNt4,thai spoon and sushi,41.87434626994429,-87.62584808129652,601 s wabash ave,60605.0,4.1,446.0
5786,ChIJNwurA68sDogRtUPfm2GcIJk,bella! bacino's,41.88692341416722,-87.62538653091903,66 e wacker pl,60601.0,3.9,310.0
5789,ChIJ82ZhUP3SD4gR0RKfiNge4lg,gaslight bar & grille,41.92682182928185,-87.64138597693655,2448-2450 n clark st,60614.0,4.2,316.0
5790,ChIJ1Zx_QGQuDogRe9QJ_ZFvcZM,taqueria la ciudad inc,41.802938714449844,-87.66467188277392,5005 s ashland ave,60609.0,3.9,21.0
5793,ChIJ7WVzcxctDogRq1Sz3zzFoUY,rush university medical center,41.87409300990204,-87.66925602002334,600 s paulina st,60612.0,3.8,555.0
5794,ChIJGeq6aajLD4gRFr-PRc4F5jY,hubble hookah,41.94011194402083,-87.80696856103847,3308 n harlem ave,60634.0,4.1,235.0
5795,ChIJ4bSte7EsDogR4t3a6GtFy4Q,boss bar,41.88990487943944,-87.63122454993454,418-420 n clark st,60654.0,3.9,825.0
5798,ChIJw29P3__ND4gRucNna7DC4JE,hilltop family restaurant,41.97592670619184,-87.69904568571212,2800 w foster ave,60625.0,3.9,144.0
5802,ChIJqRnjWv3ID4gRiAlJVs_yhLc,"white castle system, inc",42.01865151382182,-87.80669987624061,7550 n harlem ave,60631.0,3.9,733.0
5803,ChIJ026Ape0sDogRwHqyLO0s7Lk,epples restaurant,41.86734149567996,-87.64141414130434,554 w roosevelt rd,60607.0,4.5,675.0
5804,ChIJeaJvUvrND4gRFCCtK-Zi9j0,paleteria reina de sabores,41.96838058242409,-87.70420548863821,3015 w lawrence ave,60625.0,4.3,12.0
5805,ChIJP0_743EtDogRWv6-GyI8HVw,ocean prime,41.88811390110396,-87.62517239751293,87 e wacker dr fl 2,60601.0,4.7,172.0
5806,ChIJI4gTXCMlDogRPSRAXKhc104,swanson's beverly ritz,41.70648710708992,-87.68230267534744,2414 w 103rd st,60655.0,4.6,97.0
5808,ChIJHxiHla_TD4gRdiBCp4ZfDLg,hb home bistro,41.94378575479629,-87.64952688681645,3404 n halsted st,60657.0,4.3,140.0
5809,ChIJrybLnWssDogR-FsUTsnctNQ,franco's ristorante,41.8383142855956,-87.63416682725416,300 w 31st st,60616.0,4.7,288.0
5810,ChIJM12SNt8sDogRWIWctRHAQ6A,warm belly bakery,41.88044769365924,-87.65660203643402,1148 w monroe ave,60607.0,4.5,108.0
5812,ChIJKZkbvl4oDogRMqjLM3WTRh0,a p deli,41.75871101652925,-87.58110033700727,1759 e 75th st,60649.0,4.0,339.0
5817,ChIJAypfsek2DogR4DXz7NiUl8o,pepe's restaurant,41.792139959458716,-87.79766862419076,7026 w archer ave,60638.0,4.0,262.0
5818,ChIJjx6DENYtDogR1ddwCCvZeWw,american wildburger,41.88199433820508,-87.6397586848809,500 w madison st,60661.0,4.6,9.0
5819,ChIJm6OZ8LItDogR3h4etYjnZkQ,the duck inn,41.844531289765705,-87.6601164521331,2701 s eleanor st,60608.0,4.6,620.0
5820,ChIJ9aJF7s7TD4gR2TxZ2fdTIks,loving heart,41.96193035973409,-87.65148393860643,838 w montrose ave,60613.0,4.8,170.0
5821,ChIJTfO3rRDOD4gReK-L66EH45I,el carrito,41.990811419411024,-87.70784158442785,6019-6023 n lincoln ave,60659.0,4.1,527.0
5822,ChIJ-aFxw9cwDogR_q6PfPLohCo,cipriani's pizza,41.778037703363104,-87.76816655503363,5840 w 63rd st,60638.0,4.5,209.0
5823,ChIJSYxzafAtDogR2bpQHjvNxnU,cafe tola ,41.892445282364825,-87.6327553744108,600 n la salle dr,60654.0,4.4,57.0
5824,ChIJAbLSZp3SD4gRfZUdo9D0B5w,spilt milk,41.924917666721065,-87.6973536205547,2758 w fullerton ave,60647.0,4.4,277.0
5825,ChIJh9GX2aDRD4gRADBuz5w--Uc,clarkes rogers park,41.99913744589945,-87.66051583966306,6431 n sheridan rd,60626.0,3.8,164.0
5828,ChIJV6U9Wa8sDogRrrIwt52dR_E,stan's donuts & coffee,41.88525977774419,-87.62434106061787,181 n michigan ave,60601.0,4.4,1047.0
5830,ChIJbQCJksXSD4gRzKDe7ufxsaw,cheesie's pub & grub,41.90673205406807,-87.67153597636648,1365 n milwaukee ave,60622.0,4.1,351.0
5832,ChIJDfwEQdfND4gRnYKtZfkH7-4,gt's fast food,41.97240585532906,-87.72829150056414,5016 n pulaski rd,60630.0,4.2,92.0
5835,ChIJ57qNbNgwDogRsJvdaRnNd8k,giorginos pizza,41.777877739374624,-87.76508770903553,5723 w 63rd st,60638.0,4.2,88.0
5837,ChIJ14sN7BXOD4gRIqzpbtS28FA,pho nam lua,41.995670009567625,-87.71266459814409,6261 n mccormick rd,60659.0,4.4,340.0
5838,ChIJz4EgVnclDogR5HYwYz672bg,harolds chicken,41.72698502771183,-87.6626670147014,9151 s ashland ave,60620.0,3.8,255.0
5839,ChIJeQ5tzSLTD4gRPenQjriu-Cw,pizza capri,41.91377696219507,-87.6482130854967,1733 n halsted st,60614.0,4.2,109.0
5844,ChIJIaZ6G8csDogRFFnOdA3zmvc,pizza hut slice bar,41.88199433820508,-87.6397586848809,500 w madison st,60661.0,2.3,9.0
5845,ChIJWZy-w6ssDogRFBf6pWy-mEo,texas de brazil,41.89107855222701,-87.6221019442773,210 e illinois st,60611.0,4.5,1119.0
5846,ChIJkUZlfojRD4gROMz3SeWDYdo,andies restaurant,41.977779627780315,-87.66821033188845,5253 n clark st,60640.0,4.3,305.0
5848,ChIJNw04Q0QyDogRsEEmI3gBSuI,kafecito,41.844375376804045,-87.72357897021736,3938 w 26th st,60623.0,4.3,70.0
5849,ChIJ_ZjZtbMsDogRYGR0r-lg7hk,fado irish pub,41.89173502037917,-87.63120168879202,100 w grand ave,60654.0,4.4,1504.0
5851,ChIJMYSNybXTD4gR6RfUu6MTFlg,curry point,41.953095125502905,-87.65435690022719,3913 n sheridan rd,60613.0,3.8,105.0
5852,ChIJeTiKtK7RD4gRnbHrywPaPyY,pakwan indo pak cuisine,41.99746727865879,-87.69339032300147,6355 n maplewood ave,60659.0,4.7,34.0
5853,ChIJhZwvs6DJD4gRE19CXhhxOiA,giordano's,42.00306203539093,-87.81637371807535,6709 n northwest hwy,60631.0,4.2,86.0
5854,ChIJbZTE8aosDogROI3VNgpHpQE,west egg cafe,41.89336539713901,-87.62042205744731,620 n fairbanks ct,60611.0,4.4,1320.0
5859,ChIJHwlzDIjRD4gR_wPKm2lolmY,jin ju,41.97630115368914,-87.66827593789948,5203 n clark st,60640.0,4.6,164.0
5860,ChIJ6RSA-ObRD4gRhkWipIEQS0M,starbucks coffee ,41.99258748774938,-87.6898621543762,6108 n western ave,60659.0,4.2,409.0
5862,ChIJQSp-raDJD4gREOC3UkEYNBw,the curragh irish pub,42.002978321714274,-87.81624173417883,6705-6707 n northwest hwy,60631.0,4.4,417.0
5863,ChIJxS9myKfMD4gRpZeHG_9bwLw,ben's bar be cue,41.909157955614155,-87.77445018724043,5931 w north ave,60639.0,4.1,263.0
5866,ChIJu2jEX-PPD4gRmpaGEvl3gDM,big hill cantina,41.98292524798696,-87.71161308569826,3307 w bryn mawr ave,60659.0,4.6,77.0
5867,ChIJZ4eq7EDSD4gRxnx-lVZrFdo,indian clay pot,41.9543219531723,-87.67446733120752,1804-1806 w irving park rd,60613.0,4.6,176.0
5869,ChIJ50b_jMXSD4gRYj9d38YAWwE,antique taco,41.906429120513785,-87.67151421455068,1360 n milwaukee ave,60622.0,4.5,796.0
5871,ChIJ4VAl33slDogRkOSJh8FesEs,happy wings,41.730593381254266,-87.66305762988213,8950 s ashland ave,60620.0,4.5,13.0
5872,ChIJsRjg-fvMD4gRS8dxSACyl-A,super pollo y taqueria,41.931696466108924,-87.74254645501154,4614 w diversey ave,60639.0,3.9,216.0
5873,ChIJ01Vk70TND4gRmIUwqETOtuw,la perla tapatia,41.90997648049417,-87.70907871582135,3251 w north ave,60647.0,4.5,88.0
5879,ChIJ5--Gvi_SD4gRyHqGhH9gvIQ,brix catering & events,41.943310327230265,-87.67989073315223,2036 w roscoe st,60618.0,3.9,14.0
5880,ChIJbVZBVsHTD4gRPBwScIHNnqE,barangaroos aussie pies,41.94022813675411,-87.65426348817664,3208 n sheffield ave,60657.0,4.7,34.0
5882,ChIJ291d0GMsDogRJH7b_sAS1Ds,yee heung xian cuisine,41.85272780038999,-87.63303883684604,225 w cermak rd,60616.0,4.2,351.0
5883,ChIJrUvtMhTOD4gR_OKAGHg8Ug4,"hoanh long restaurant, inc.",41.99377083414458,-87.7131053762174,6148-6152 n lincoln ave,60659.0,4.3,229.0
5886,ChIJTUd-TFclDogRH_-hibRPR5c,joey's red hots,41.684412788734654,-87.68107104927236,11500 s western ave,60643.0,4.4,579.0
5887,ChIJi_wOTFwsDogRc254g-wUOIk,connie's pizza,41.849379215218015,-87.64105840223817,2373 s archer ave,60616.0,4.4,2462.0
5888,ChIJ2_1tpqDJD4gRFsQFFNWHPjY,elliott's seafood and chop house grill,42.00245899044439,-87.81587721099274,6688-6690 n northwest hwy,60631.0,4.6,159.0
5891,ChIJiSFrScYsDogRMv-9gORA1ag,klay oven kitchen,41.88418750712781,-87.64111966683218,131 n clinton st bldg booth26,60661.0,4.2,23.0
5896,ChIJwYHsMLbSD4gRpAQRzGJ_2do,caffe gelato,41.9032749816711,-87.67867197653135,2034 w division st,60622.0,4.5,52.0
5897,ChIJjfQmYWDND4gR5x7lMAP30qs,the spice room,41.9175743591399,-87.69965391436764,2906 w armitage ave,60647.0,4.4,413.0
5899,ChIJ4dPEytsxDogRcnLLTLEBWcg,taqueria atotonilco,41.79002885691681,-87.70360428828421,5656 s kedzie ave,60629.0,4.2,653.0
5900,ChIJ5V0OLEvQD4gRtiPFeRWZuSs,parkside gyros,42.01539691067593,-87.67495034520081,7355 n clark st,60626.0,4.2,84.0
5902,ChIJIb2GzqvTD4gRkpZfPDH-ByI,matilda,41.938135400887774,-87.65389910021774,3101 n sheffield ave,60657.0,4.1,264.0
5904,ChIJ2Y6RSsYsDogRu7xMDIRtkU8,"the french lunchbox, inc.",41.88418750712781,-87.64111966683218,131 n clinton st,60661.0,4.6,24.0
5905,ChIJOS_jo0fSD4gR2O11kJ-SPgA,the piggery,41.95416911545967,-87.6698731817378,1619-1625 w irving park rd,60613.0,4.2,591.0
5906,ChIJybVLe8nTD4gRTvQSIx76ogU,klein's bakery & cafe,41.958459511598456,-87.65287375436044,4155 n broadway,60613.0,4.7,227.0
5907,ChIJsyJS6m4sDogRkEEyDlxGfSY,macau tasty house,41.84184161748354,-87.63192125375723,2824-2826 s wentworth ave,60616.0,3.6,110.0
5909,ChIJDdy6PActDogRtHVYT64x2sY,mako,41.8855626198955,-87.64701478189207,731 w lake st,60661.0,4.8,35.0
5910,ChIJC_9HYrTND4gRPheYzpOO2gQ,el rey de la costa,41.968465035458976,-87.71780389876434,3548 w lawrence ave,60625.0,4.2,19.0
5912,ChIJozMGS8otDogRCc3a7hrVnwU,wahlburgers,41.89338314403168,-87.62805370484159,2 e ontario st,60611.0,4.0,650.0
5913,ChIJLXthw0jJD4gR9aoGvQRM8HU,the garage bar and sandwiches,41.9935432170097,-87.78443474169619,6154 n milwaukee ave,60646.0,4.6,411.0
5915,ChIJsVEttdfLD4gR9DYWnvXEptg,"polish paczki cafe,llc.",41.97464055685375,-87.80755663930223,7210 w foster ave,60656.0,4.7,88.0
5916,ChIJt0pUIDvTD4gRldSLks8Bs2Y,yard house,41.908560135368425,-87.64645268572521,1500 n clybourn ave,60610.0,4.4,831.0
5917,ChIJuW3UghbOD4gR5rYoqXVa-zk,evita argentinian steakhouse,41.99315114329377,-87.7120994051119,6112 n lincoln ave,60659.0,4.5,255.0
5922,ChIJAcm8_LYsDogR1Qi_LdphXs4,the artisan cellars,41.8880742810662,-87.6349552029274,222 w merchandise mart plz,60654.0,4.1,25.0
5923,ChIJ1yvtsyXSD4gRNBTYAu7u2zg,co co vietnamese sandwiches inc.,41.96876506502919,-87.6700178263733,1613-1615 w lawrence,60640.0,4.7,177.0
5926,ChIJ76Q2dp7RD4gR49yOuPuiRwg,rice thai asian kitchen,41.990135796294425,-87.65977097752457,1136 w thorndale ave,60660.0,4.6,83.0
5929,ChIJ--WlqgvTD4gRYEt5au3o6QY,compass bar,41.93277423124578,-87.64068504180638,433 w diversey pkwy,60614.0,4.3,171.0
5930,ChIJP3H-_njPD4gRXYFWcx-6bHE,cabos baja cafe and grill,41.9864759436678,-87.69941539025005,5750 n california ave,60659.0,4.7,79.0
5932,ChIJNzXHKZQlDogRhIfZ0-inmdw,hale family mc donald's,41.685581178305895,-87.60820711529922,600 e 115th st,60628.0,3.3,1038.0
5933,ChIJ_y5Ekq7TD4gRfsNR4bVM8Dg,maison parisienne,41.94201045453513,-87.65216891212661,3307 n clark st,60657.0,4.7,230.0
5936,ChIJCTOLZIYwDogRw0OWALV3nxU,asia buffet and grill,41.74597828184761,-87.74109990445395,8059 s cicero ave,60652.0,4.2,893.0
5938,ChIJNaBC7nUwDogRBwNEFT8nxds,q sazon mexican restaurant,41.73880044687521,-87.72142255898845,8451 s pulaski rd,60652.0,4.2,252.0
5939,ChIJj0NMcMrSD4gRUvSr_w9o0gQ,greek corner restaurant cafe,41.89950389592152,-87.67730119485687,958 n damen ave,60622.0,4.3,139.0
5942,ChIJ69oHg1LTD4gRzJm128LOQME,subway 24379,41.89726883968477,-87.62836234591299,816 n state st,60610.0,3.7,141.0
5943,ChIJgeL7I-TRD4gRM7LJpGxhlHc,sabor a cafe restaurant,41.9903810955956,-87.691099598697,2435 w peterson ave,60659.0,4.4,457.0
5945,ChIJ6dMGvqbTD4gRRJAzf5Dzp_o,jersey mike's subs,41.93918784978456,-87.64451786379803,3152 n broadway,60657.0,4.3,152.0
5946,ChIJ25RvMAbTD4gRU7EvprjLroU,the hidden shamrock,41.93223003650949,-87.64884721866703,2723 n halsted st,60614.0,4.4,139.0
5948,ChIJjUO4_1PTD4gRMd5_OkFpfd4,drake hotel,41.90011845725853,-87.62398051946951,140 e walton pl,60611.0,4.4,3222.0
5952,ChIJidArQEjSD4gRQA3E8Lb2VSM,min min cafe,41.954209782745,-87.66676356321345,1465 w irving park rd,60613.0,4.3,66.0
5953,ChIJfXY8xEfSD4gRioR5-5TovAA,young's restaurant,41.953872905109016,-87.66888933788546,3949 n ashland ave,60613.0,4.5,69.0
5954,ChIJgSOI-rYsDogRgNSc-P2ppfo,marshall's landing,41.8880742810662,-87.6349552029274,222 w merchandise mart plz,60654.0,4.5,179.0
5956,ChIJQX23UO4tDogR11ULbYG5uO0,fairgrounds fulton west,41.88673894981951,-87.66015770724567,1330 w fulton st,60607.0,4.6,57.0
5958,ChIJI2d8rFbTD4gRd5L6_0NiSDI,coq d or,41.90011845725853,-87.62398051946951,140 e walton pl,60611.0,4.3,70.0
5959,ChIJ3bFQSPwuDogRZoCFd4SuCwQ,hailey's hoagies,41.779536944269374,-87.65191733069445,1055 w 63rd st,60621.0,4.5,58.0
5960,ChIJeeUQQ-MnDogR-Z86koc_l1Y,gomez tacos rest,41.730196828896865,-87.55047439684799,3016 e 91st st,60617.0,3.8,190.0
5961,ChIJjUO4_1PTD4gRTmibVeEBq8Q,expression lavazza,41.90011845725853,-87.62398051946951,140 e walton pl,60611.0,3.3,21.0
5965,ChIJW6C-nvcsDogRk2Bvgb9GXGA,yvolina's tamales+groceries,41.85819002531755,-87.64731369351094,814 w 18th st,60608.0,4.5,277.0
5966,ChIJY0TwqMbSD4gRxavkfWurXgI,thee asian restaurant,41.9104439540635,-87.67305723973833,1811 w north ave,60622.0,4.0,78.0
5967,ChIJbWgo47YsDogRu4biFIJq-EM,merchant market,41.88874103813188,-87.63708054058772,350 n orleans st,60654.0,4.5,1723.0
5971,ChIJ8cKp6nLLD4gRbZnWgp1O4w8,basehit bbq,41.909195555191204,-87.79033773659094,6606 w north ave,60707.0,3.9,74.0
5974,ChIJ9y4nhDjND4gRMubnZfj5KUE,the golden village,41.90987366752681,-87.71753289888821,3619 w north ave,60647.0,4.8,47.0
5975,ChIJSTy24gMwDogRmqKiwfND-Uo,fon fon chinese cusine,41.74276006794742,-87.70205802371207,8253 s kedzie ave,60652.0,4.0,97.0
5979,ChIJD1xaCaMsDogRbB-jrzj-KCs,exchequer restaurant,41.87890403884019,-87.62625048034315,224-226 s wabash ave,60604.0,4.3,1575.0
5980,ChIJyw3p8ZgsDogR1lyBPBVIsOk,frannie's cafe,41.873908455591575,-87.62583770570953,623 s wabash ave,60605.0,5.0,1.0
5983,ChIJn3YvvizSD4gRpcXR5695BoU,demera ethiopian restaurant,41.96908885472496,-87.65952538050671,4801 n broadway,60640.0,4.6,976.0
5985,ChIJQzOWqPcsDogRyvxWAvZ7MeY,kristoffer's cafe and bakery,41.85818385686724,-87.64650479620138,1733 s halsted st,60608.0,4.6,231.0
5987,ChIJiXgD_IDND4gRn1il45NG5uM,dmen tap,41.93927228557296,-87.69979588412592,2849 w belmont ave,60618.0,4.7,371.0
5989,ChIJ-a5rhjjND4gRu7u7pUUpnmI,"los cantaritos grill, inc",41.909870483907774,-87.71777241780032,3625 w north ave,60647.0,4.5,75.0
5991,ChIJCwXdNuPSD4gR-6RmrxOD3uw,lakeshore sport & fitness,41.92535735810077,-87.66138854381815,1320 w fullerton ave,60614.0,3.7,36.0
5993,ChIJzXSgNGIsDogRLjjt37tGnKc,moon palace,41.852951172983325,-87.6327648548362,216 w cermak rd,60616.0,4.3,235.0
5994,ChIJBUZJK7wsDogR26Xv5XMa9pg,175 sopraffina market caffe llc,41.87801448724953,-87.63318903001444,175 w jackson blvd,60604.0,4.2,50.0
5997,ChIJp8-Bf-fRD4gRFVRTXTdvV0o,"north star restaurant, inc.",41.99547920706865,-87.68995662627663,6246 n western ave,60659.0,4.3,52.0
5998,ChIJ-T2Yb13OD4gRqggm8d-k9M0,backyard grill,41.9969891812556,-87.72876514510317,6355 n pulaski rd,60646.0,4.4,320.0
6000,ChIJG0XnRvUsDogRl_QVsk3tARQ,"tang's restaurant, inc",41.85686665124983,-87.63905376245228,1826 s canal st,60616.0,4.1,222.0
6001,ChIJvyExPWHSD4gRPaqsMD6li78,beat kitchen,41.93965193153802,-87.6809032053269,2100 w belmont ave,60618.0,4.5,602.0
6003,ChIJOS6Q4QfMD4gRc11kwOpq7Q8,pho number 1- vietnamese cuisine llc,41.96778735334301,-87.77542758598545,5914 w lawrence ave,60630.0,4.4,251.0
6006,ChIJaUooiocvDogRvmOaw5eSv8s,chan's kitchen ii,41.764957946867646,-87.6247478005472,7117 s state st,60619.0,5.0,2.0
6007,ChIJk3zhGgPND4gRxX0bEVnM6Io,"paleteria y neveria fruta loca,inc",41.92412328275852,-87.76339011363098,5456 w fullerton ave,60639.0,5.0,3.0
6008,ChIJg4zKMZTND4gROJSEFPYQi9M,cafe fenix,41.93533365394091,-87.72693021132567,2959 n pulaski rd,60641.0,4.9,18.0
6009,ChIJ8zxOy9gwDogRUveOJ3YBlBU,tony's kitchen ,41.77720129528458,-87.7615417476471,6325 s central ave,60638.0,4.7,31.0
6011,ChIJeXUiILAsDogRFNdo6Iq27oo,renaissance chicago hotel,41.88670422864661,-87.62805355978018,1 w wacker dr,60601.0,4.5,2198.0
6013,ChIJR2GvlWMsDogRawnNHi3brpY,emperor's choice restaurant,41.851776017390605,-87.63213536971865,2238 s wentworth ave,60616.0,4.3,323.0
6014,ChIJuT_Xi7PRD4gRjtx3odzSQCE,anto pizza chicago,42.01588874781467,-87.66997511024942,1547 w jarvis ave,60626.0,4.6,83.0
6015,ChIJAQBU8eInDogR68JSml9XM1c,casa del sol,41.73312627466022,-87.55147733331738,8918 s commercial ave,60617.0,4.3,27.0
6017,ChIJm_bpb2rND4gR9aT7z_bUDDA,jet's pizza-il24,41.917425275699756,-87.71401261634891,3510 w armitage ave,60647.0,4.1,154.0
6018,ChIJp-H9YrIsDogRnA0duK3vONQ,sapori antichi bar italiano,41.89256663733603,-87.6290125784896,22 w ohio st,60654.0,4.8,50.0
6019,ChIJDd2JPAXTD4gRQAox2F0pgGc,johnson's real ice cream,41.93641469766602,-87.64412799489627,2951 n broadway,60657.0,4.4,92.0
6021,ChIJoWkHQe3ND4gRv4f5BO3sgdk,arun's thai restaurant,41.95744728247397,-87.70827183208557,4156 n kedzie ave,60618.0,4.2,89.0
6022,ChIJv8KAPeIlDogRgx3Y_7rhvBs,burger king ,41.721901009676586,-87.62006368939045,110 e 95th st,60619.0,3.3,427.0
6023,ChIJD33DhGclDogRv7zmJ202dwo,jerk n go chicago inc.,41.72896519161774,-87.66301106677601,9044 s ashland ave,60620.0,5.0,2.0
6024,ChIJbdH_Xk3QD4gRC8wFCWrPOHM,charmer's cafe,42.01615704190618,-87.6682524737912,1500 w jarvis ave,60626.0,4.5,200.0
6027,ChIJE2CFRK7OD4gRXNxVuPX1yqk,romero's burger bull,41.98562920191492,-87.76976501740226,5736 n elston ave,60646.0,4.4,141.0
6030,ChIJcSp0zz8xDogRh2MEr68KczE,orion restaurant,41.79660858654975,-87.75732384370508,5772 s archer ave,60638.0,4.2,126.0
6031,ChIJ1c0qnOfRD4gRP0FvsOXAE48,new china dragon,41.99457622974017,-87.68992712542857,6214 n western ave,60659.0,3.3,84.0
6032,ChIJZ12RrRstDogRNpXqkU2On5s,pompei bakery,41.86917024255043,-87.6653844663547,1531 w taylor st,60607.0,4.3,1321.0
6035,ChIJj9xhjozND4gRgLBh1IL7uvg,leader bar,41.95405926148385,-87.70319085577366,3000-3004 w irving park rd,60618.0,4.2,273.0
6040,ChIJIcdWwMXTD4gRo00Zm5vOrtk,pizza hut ,41.910397257330345,-87.69036693741434,2516 w north ave,60647.0,3.8,36.0
6042,ChIJwYSlqjUzDogRP_nGr3pn-WA,sony sub,41.895061866502154,-87.7543185501308,5124 w chicago ave,60651.0,4.0,98.0
6045,ChIJyeKMyJ3MD4gRmhEF5YRPsq4,hong huah restaurant,41.923957137600716,-87.77444353972444,5924 w fullerton ave,60639.0,4.5,262.0
